Papel,Segmento,Cotação,FFO Yield,Dividend Yield,P/VP,Valor de Mercado,Liquidez,Qtd de imóveis,Preço do m2,Aluguel por m2,Cap Rate,Vacância Média,Endereço
RCRB11,Lajes Corporativas,"132,61","3,77%",8.24,"0,65",489.423.000,718575.0,9,"12.023,50","1.123,58","9,34%","1,77%","Praia do Flamengo nº 154, Flamengo, Rio de Janeiro/RJ,Rua Olimpiadas. 205, São Paulo SP,Avenida Paulista, 37, São Paulo/SP,Rua Surubim, 373, Brooklin Novo, São Paulo/SP,Alameda Santos, 1.800 - Jardins,Av. Juscelino Kubitschek, 510, Itaim Bibi, São Paulo/SP,Rua Girassol, 555  Vila Madalena,Rua da Candelária nº 65, Centro, Rio de Janeiro/RJ,Alameda Santos, 1163, Cerqueira César, São Paulo/SP"
RECR11,Títulos e Val. Mob.,"84,80","11,95%",11.82,"0,91",2.242.250.000,2677350.0,1,"42.063,10","0,00","0,00%","100,02%","Edifício Morumbi Plaza Avenida Dr. Chucri Zaidan, 150 -Bloco A"
RECT11,Híbrido,"34,92","13,91%",13.46,"0,38",298.339.000,326531.0,9,"3.919,59","796,97","20,33%","10,08%","SHCS Q.6 BL A, 7º, 8º E 12º andares - Brasília - DF,Corporate Emiliano, Rua Emiliano Perneta, 480, Curitiba, PR,Alameda Rio Claro, 190, Bela Vista, São Paulo - SP,Av. Dona Ana Costa, nº 433, cidade de Santos - SP,Complexo Madeira, Alameda Madeira, nº 328, na cidade de Barueri - SP,Av. Europa, nº 884, Jardim América, São Paulo - SP,Av. Ayrton Senna, 2200 - Barra da Tijuca - Rio de Janeiro - RJ,Alameda Xingu, 512 - Alphaville - Barueri - SP,Av. Tamboré, 267 - Alphaville - Barueri - SP"
RINV11,Títulos e Val. Mob.,"109,35","3,48%",12.96,"1,02",211.991.000,446574.0,0,"0,00","0,00","0,00%","0,00%",
RPRI11,Títulos e Val. Mob.,"92,95","9,25%",11.94,"0,93",322.697.000,389678.0,0,"0,00","0,00","0,00%","0,00%",
RURA11,Títulos e Val. Mob.,"10,05","11,70%",12.12,"1,00",1.609.000.000,2559440.0,0,"0,00","0,00","0,00%","0,00%",
RVBI11,Títulos e Val. Mob.,"74,20","5,40%",12.18,"0,90",762.480.000,1350970.0,0,"0,00","0,00","0,00%","0,00%",
RZAG11,Títulos e Val. Mob.,"8,99","21,80%",13.88,"0,94",611.683.000,1672690.0,0,"0,00","0,00","0,00%","0,00%",
RZAK11,Títulos e Val. Mob.,"82,43","15,12%",16.15,"0,92",726.034.000,2347030.0,0,"0,00","0,00","0,00%","0,00%",
RZAT11,Híbrido,"98,27","-63,26%",12.57,"0,97",364.402.000,789079.0,13,"1.644,48","108,66","6,61%","3,26%","Avenida Santos Dumont, 4235, Loteamento Jardim Marilu, Vila Aeroporto, Mirassol/SP, Brasil, 15135-160,Rodovia Br 060, Km 504, Sem Complemento, Parque Industrial, Jatai/GO, Brasil, 75800-001,Rodovia Juscelino Kubitscheck De Oliveira  Br 364, S/n, Sem Complemento, Área Rural De Frutal, Frutal/MG, Brasil, 00038-207,Avenida Juscelino Kubitschek De Oliveira, 154, Blocos A, B, C, Centro, Votorantim/SP, Brasil, 18110-901,Distrito, S/n, Sem Complemento, Dois Corregos, Dois Corregos/SP, Brasil, 17300-000,Avenida Costa E Silva, 1275, Sem Complemento, Vila Progresso, Campo Grande/MS, Brasil, 79050-410,Avenida Industrial, 601, , Recanto, Nova Odessa/SP, Brasil, 13380-118,Alameda Das Mansoes, 414, Chacaras 414 415 441 442 412 413 443 E 444, Chacaras Mansoes Rosas De Ouro, Goiania/GO, Brasil, 74470-060,Setor 17, Quadra 0416, S/n, Distrito, Dois Corregos, Dois Corregos/SP, Brasil, 17300-000,Rua Professor Luciano Prata, 204, Sem Complemento, Vila Baruel, Sao Paulo/SP, Brasil, 02510-020,Avenida Perimetral Norte, 10002, Sem Complemento, Setor Vila João Vaz, Goiania/GO, Brasil, 74583-285,Rodovia Br020, 527, Sem Complemento, Campo Grande, Caucaia/CE, Brasil, 61663-015,Brasilia, Quadra 24, Módulo 1, Setor Habitacional Mestre D armas (planaltina), Brasília/DF, Brasil, 00073-405"
RZTR11,Híbrido,"94,74","12,90%",11.89,"0,94",1.786.010.000,4126940.0,17,"2,23","0,35","15,49%","24,40%","Zona rural de Canarana/MT,Zona rural de Sorriso/MT,Zona rural de São Jose do Xingú/MT,Zona rural de Wanderlândia/TO,Zona rural de Rio Verde/GO,Zona rural de Bom Jesus/PI,Zona rural de Serranópolis/GO,Zona rural de Campo Verde/MT,Zona rural de de Tupiratins/TO,Zona rural de Formosa do Rio Preto/BA,Zona rural de Buriticupu/MA,Zona rural de Sorriso/MT,Zona rural de Sambaíba /MA,Zona rural de Serranópolis/GO,Zona rural de Nova Ubiratã/MT,Zona rural de Sorriso/MT"
SARE11,Híbrido,"40,55","12,02%",10.83,"0,46",374.452.000,882982.0,3,"1.842,01","267,30","14,51%","0,00%","Avenida Tucunaré , 720, Tamboré - CEP: 06460-020, Barueri - SP,Avenida João Pessoa, nº 500, Jardim Utinga, Cidade de Santo André  São Paulo - SP, CEP 09230-650,Rua Bela Cintra, 755, São Paulo - SP"
SNAG11,Híbrido,"10,30","10,54%",12.49,"1,02",515.000.000,1949090.0,3,"143,17","9,78","6,83%","0,00%","Rodovia BR-163/ Sorriso - MT,Rodovia MT-130/ Primavera do Leste - MT,Rodovia MT-130/ Primavera do Leste - MT"
SNCI11,Títulos e Val. Mob.,"97,30","11,48%",12.04,"0,99",408.660.000,479171.0,0,"0,00","0,00","0,00%","0,00%",
SNEL11,Híbrido,"9,17","2,94%",9.52,"1,27",173.296.000,509768.0,1,"0,00","0,00","0,10%","0,00%",
SNFF11,Títulos e Val. Mob.,"91,05","7,60%",11.36,"1,02",257.672.000,531265.0,0,"0,00","0,00","0,00%","0,00%",
SPXS11,Híbrido,"9,41","9,50%",12.89,"0,99",189.979.000,649293.0,0,"0,00","0,00","0,00%","0,00%",
TEPP11,Lajes Corporativas,"89,55","1,81%",10.35,"0,91",378.077.000,1368810.0,5,"11.142,20","988,41","8,87%","0,00%","Rua Treze de Maio, nº 1.633  Bela Vista  São Paulo  SP,Av. Brigadeiro. Luís Antônio, nº 3.172 x Al. Lorena Jardim Paulista - São Paulo - SP,Rua Paes Leme, 524, no 45º Subdistrito  Pinheiros, São Paulo  SP,Avenida Brigadeiro Faria Lima, 1355  6º ao 10º andares - Jardim Paulistano - São Paulo - SP,Rua James Joule, 65 - Berrini - São Paulo - SP"
TGAR11,Híbrido,"120,15","9,40%",12.57,"1,05",2.831.690.000,8446090.0,5,"77,04","0,89","1,15%","0,00%","Ruas NC-07 e NC-08, s/n, Trindade - GO,Portal do Lago I e II, Catalão - GO,Avenida 85, 603, Goiânia - GO, 74823-310,Rodovia dos Romeiros, s/n, Trindade - GO,Rodovia GO-060, s/n, Turvânia- GO"
TRBL11,Logística,"97,00","5,92%",9.35,"0,97",750.692.000,877070.0,6,"1.884,04","290,96","15,44%","0,00%","BR 040, KM 23 - Contagem/MG,Rodovia BR 324, KM 530 em Feira de Santana/BA,Rodovia Índio Tibiriçá, nº 6.000,Rua Prof. João Cavalheiro Salem, 1.289 Bonsucesso, Guarulhos/SP,Rua Dona Catharina Maria de Jesus, nº 418 Guarulhos/SP"
TRXB11,Híbrido,"142,00","7,34%",9.01,"1,27",455.220.000,1112970.0,15,"1.721,26","190,63","11,08%","0,00%","Avenida Capitão Mário Toledo de Camargo, 5855, Vila Luzita - Santo André/SP ,Avenida Padre Orlando de Morais, 2147, Parque Amazônia - Goiânia/GO,Rua Coronel Ponciano de Mattos, 785, Conjunto Habitacional Terra Roxa - Dourados/MS,Rodovia Amaral Peixoto, s/nº, Jardim Campomar - Rio das Ostras/RJ,ua Benfica, 715, Madalena - Recife/PE ,Avenida Cesar Borges, s/nº, São Judas Tadeu - Jequié/BA,Avenida Milão, Quadra 50/51 - Lotes 1, 1/15 e 1/19, Jardim Europa - Goiânia/GO,Avenida Nações Unidas, s/nº (Quadra 6), Centro - Bauru/SP ,Rua José Seabra Batista, 30, Jardins - Aracaju/SE ,Avenida Presidente Kennedy, 501, São Cristóvão - Teresina/PI,Avenida do Aeroporto, 13, Jardim Bahia - Paulo Afonso/BA,Avenida Independência, s/nº, Setor Central - Goiânia/GO ,Avenida Assis Chateaubriand, 1110, Liberdade - Campina Grande/PB ,Avenida República do Líbano, Quadra 56 - Setor 56, Setor Oeste - Goiânia/GO ,Rua México, 160, Centro - Araruama/RJ"
TRXF11,Híbrido,"106,16","-2,80%",10.45,"1,00",2.126.980.000,8840600.0,29,"4.292,78","392,12","9,13%","0,00%","Av. Gov. Jorge Teixeira, 3500 - Industrial, Porto Velho - RO, 76821-064,Avenida Marte, 624  Alphaville ,Rua Aricambú, 65 - Cordovil - Rio de Janeiro - RJ,Praça Tuím  Lote 02  Quadra 206,Avenida Dr. José Ramon Urtiza, 1000  Panamby,Avenida José Paulino, nº 2.600,Rodovia do Açucar, Km 06, s/nº - Santa Rita - Piracicaba - SP,Avenida Guadalajara, s/nº - Jardim Glória,Av. Epitacio Pessoa, S/N, Gleba C - Alto da Alianca, Juazeiro - BA,Av. Barreto de Menezes, 800 - Piedade, Jaboatão dos Guararapes - PE - Loja 05,Rua Maranhão, 975  Santa Paula,Avenida José Júlio da Costa, s/n - Ferroviários - MG,Avenida Prof. João Fiusa, S/N  Jardim Canada,Rua das Figueiras, nº 1.021  Operário,Avenida Regente Feijó, nº 823,Rua Prudente de Moraes, s/nº - Vila Amorim - Suzano - SP,Avenida Maria Servidei Demarchi, 1897  Demarchi,Av. Dr. Ulisses Guimarães, 423 - Jardim Amazonas, Petrolina - PE,Av. Engenheiro George Corbisier, 273 - Jabaquara, São Paulo - SP,Avenida Bady Bassitt, 5.300,Av. Waldemar Alves, 230 - São Vicente, Araçatuba - SP, 16050-005,Avenida Prof. João Fiusa, S/N  Jardim Canada ,Rua Dr. Ademar de Barros, 50  Jardim Europa,Av. Waldemar Alves, 230 - São Vicente, Araçatuba - SP, 16050-005,Av. Antônio Carlos C de Barros, 365  Vila José Lório,Avenida Senador Saraiva, 835,Alameda Horto da Bela Vista - Salvador -BA,Avenida Padre Anchieta, 4.580  Vila Vermelha,Estrada do Benguí, n° 386 Benguí - Belém - PA"
TVRI11,Lajes Corporativas,"103,57","10,32%",8.74,"1,02",1.648.800.000,1022300.0,62,"4.092,36","501,92","12,26%","4,57%","Rua Julio Conceição,Praça General Valadão,Rua Voluntários da Pátria,Rua S. Bento, 483 / Rua Libero Badaro, 582,Rua Domingos de Moraes,Av. Pres. Kennedy,Rua Augusto Ribas,Rua da Bahia,Rua Bento Gonçalves,Rua XV de Novembro,Praça XV de Novembro,Av. Pres. Vargas,Rua Espirito Santo,Rua Nossa Senhora da Lapa,Av. Afonso Pena,Rua Dr. Costa Aguiar,AV.Duque de Caxias ,Rua Tamoios,731/Rua Guarani, 504,Rua Felinto Muller, 2104/Pres.Jose Linhares, 50,Av. Gov. Pedro de Toledo,Rua Bom Pastor,Rua Paulo Eiro,471/Praça Floriano Peixoto, 254,QD. 1, BL.G, LT. 32,Praça Rui Barbosa,Praça XV de Novembro,Av. Jabaquara,Av. Goias - QD.14,Av. Afonso Pena,Av. 13 de Maio,Av. Penha de Franca,Rua Rio de Janeiro,Rua Marques de Herval (Edificio Satelite),Rua Barore,Av. Bernardino de Campos,Av. Conselheiro Carrão,Av. Rio Branco,Alameda dos Jurupis,Rua Conde Bonfim,Rua Honorio Silveira Dias,Av. Rangel Pestana,Av. Geremario Dantas,Rua Dr. Nelson D Avila,Praça José Bonifácio,SEPN QUADRA 504 BL B EDIFICIO VIRGO,Av. Santa Marina,Rua Duque de Caxias,Pr.Tiradentes,410/Al.Dr. Muricy,760/Rua Candido Lop,Av.Santos Dumont,SDN CONJ A LOJA C-03 2 PAVIMENTO,Rua Pinheiros,Rua Guilherme Moreira,Av.Bartolomeu Mitre,Rua XV de Novembro,Praça Rui Barbosa, 1-55/ Rua Ant. Alves, 9-38,Av.N.Sra.Copacabana,Praça das 4 Jornadas,Av. Ernani Amaral Peixoto,Rua 7 de Setembro,Rua Joaquim Nabuco,Rua Halfeld,Rua Voluntários de S. Paulo,Praça Cardeal Arcoverde"
URPR11,Outros,"82,86","12,29%",13.42,"0,81",972.271.000,1425780.0,0,"0,00","0,00","0,00%","0,00%",
VCJR11,Títulos e Val. Mob.,"92,50","12,71%",10.82,"0,97",1.361.970.000,1562100.0,0,"0,00","0,00","0,00%","0,00%",
VCRA11,Títulos e Val. Mob.,"81,30","18,50%",14.64,"0,78",373.486.000,797688.0,0,"0,00","0,00","0,00%","0,00%",
VGHF11,Híbrido,"8,98","4,60%",12.16,"1,00",1.479.200.000,3731680.0,0,"0,00","0,00","0,00%","0,00%",
VGIA11,Títulos e Val. Mob.,"9,03","16,85%",14.56,"0,94",780.690.000,1966700.0,0,"0,00","0,00","0,00%","0,00%",
VGIP11,Títulos e Val. Mob.,"88,51","11,11%",11.34,"0,97",1.043.290.000,1435510.0,0,"0,00","0,00","0,00%","0,00%",
VGIR11,Títulos e Val. Mob.,"10,09","11,84%",13.21,"1,04",1.155.470.000,3973140.0,0,"0,00","0,00","0,00%","0,00%",
VGRI11,,"9,06","3,71%",6.37,"0,93",303.405.000,436571.0,5,"5.578,79","245,96","4,41%","6,51%","Avenida Indianópolis, n.º 3.096, Indianópolis, Cidade de São Paulo, Estado de São Paulo, CEP 04062-003,Rua Volkswagen, n.º 291, Jabaquara, Cidade de São Paulo, Estado de São Paulo, CEP 04344-020,Avenida Cidade Jardim, nº 803, Jardim Paulistano, Cidade de São Paulo, Estado de São Paulo, CEP 01453-000,Avenida Paulista, n.º 1.374, Bela Vista, Cidade de São Paulo, Estado de São Paulo, CEP 01310-100,Rua Verbo Divino, nº 1.488 e Rua José Guerra, nº 130, Chácara Santo Antônio, 29º Subdistrito  Santo Amaro, Cidade de São Paulo, Estado de São Paulo, CEP 04719-904"
VILG11,Logística,"88,00","8,54%",8.27,"0,77",1.319.770.000,2037910.0,15,"2.312,74","232,97","10,07%","6,58%","Av. Dr. Kenkiti Shimomoto, Nº 1.678, Osasco - SP,Cidade de Eldorado do Sul, na Av. Industrial Belgraf, n° 765 - RS,Avenida das Quaresmeiras, n. 200, Pouso Alegre - MG,Cidade Cachoeirinha, Rio Grande do Sul, RS 118, nº 12760,Rua Kida, 191 - Guarulhos - São Paulo,Rodovia Armínio Guilherme, 82  Ipojuca, PE,Est. Vargem do João Pinto, Fazenda Matão Gleba 2, Extrema - MG,Cidade de Cariacica, n° 10.288, km 290, RD. Governador Mario Covas - ES,Rodovia Fernão Dias, km 933, Extrema - MG,Rodovia Br 316 - KM 23/24
Bairro Campestre - Benevides/PA,Município de Serra, no estado do Espírito Santo,R. Almerim, 100, Guarulhos - SP, Rodovia BR-493 (RioMagé), km 3,5, Duque de Caxias - RJ,Rodovia Fernão Dias, km 891,5, Extrema - MG,Rodovia Castello Branco, km 57, em São Roque, SP"
VINO11,Lajes Corporativas,"6,13","9,42%",10.89,"0,57",507.725.000,1045360.0,10,"7.414,14","1.139,65","15,37%","2,20%","Rua Mourato Coelho, 1404, na Vila Madalena, São Paulo/SP.,Alameda Araguaia, 617, Alphaville, Barueri/SP,Av. Bartolomeu Mitre, 336 CEP: 22.431-002 Rio de Janeiro - RJ - Brasil,Rua Oscar Freire, 585, Jardim Paulista, São Paulo/SP,Rua Cardeal Arcoverde nº 563, São Paulo - SP,Largo do Ibam, 1, Humaitá, Rio de Janeiro/RJ,Rua Evandro Carlos de Andrade, 160, São Paulo - SP,Rua Haddock Lobo, nº 347, São Paulo - SP,Rua Jaceru, 154, Vila Gertrudes, São Paulo/SP,Rua Corá, 2175, São Paulo/SP"
VISC11,Shoppings,"112,75","6,78%",9.71,"0,89",3.250.430.000,6096240.0,29,"3.184,58","247,76","7,78%","5,47%","Rua Barão de São Francisco, 236 - Rio de Janeiro/RJ,Av. Manoel Goulart, 2400 - Jardim das Rosas - Presidente Prudente - SP,Rodovia RSC 453, 2780 - Desvio Rizzo, Caixas do Sul - RS ,Trav. Padre Eutíquio, 1078  Belém - PA,Avenida Governador Agamenon Magalhães, 153 - Sto Amaro, Recife - PE,Avenida Senador Salgado Filho, 2234 - Natal, RN,Avenida Luiz Viana, 8544 - Salvador - BA,Avenida Geremario Dantas, 404 - Rio de Janeiro - RJ,Rodovia Raposo Tavares, 23.500 - Lageadinho, Cotia-SP ,SDN, CNB - Asa Norte, Brasilia - DF,Av. Pereira Barreto, 42 - Santo André - SP,Estrada do Mendanha, 450 / 550 e 555  Rio de Janeiro  RJ,Praça Leonor Kaupa, 100 - Jardim da Saúde, São Paulo - SP,Av. Washington Soares, 4335 - Lagoa Sapiranga - Fortaleza - CE,Av. Carlos Jereissati, 100 - Maracanaú/CE,Avenida Doutor Olivio Lira, 353 - Praia da Costa, Vila Velha/ES,Av. Maestro Paulo e Silva, 400 - Rio de Janeiro - RJ,Av. Washington Soares, 85 - Edson Queiroz, Fortaleza - CE,Rua Jacy Teixeireira de Camargo, 940 - Campinas/SP,Rua Comendador Araujo, 731 - Curitiba - PR,Rua Fonseca, 240 - Bangu, Rio de Janeiro - RJ,Av. Prefeito Chiquilito Erse, 3288 - Porto Velho/RO,Av. Madre Benvenuta, 687 - Santa Mônica, Trindade - Florianópolis - SC,Av. Historiador Rubens de Mendonça (Av. CPA), 3300 - Cuiabá/MT,Avenida Coronel Fernando Ferreira Leite nº 1.540 - Ribeirão Preto/SP,Av. Cristiano Machado, 4000 - União - Belo horizonte - MG,Estr. do Portela, 222 - Madureira, Rio de Janeiro  RJ,Av Vicente de Carvalho, 909 - Vila da Penha - RJ,Avenida Sete de Setembro nº 2.775 - Curitiba - PR"
VRTA11,Títulos e Val. Mob.,"89,45","10,66%",10.22,"0,98",1.394.740.000,1653100.0,0,"0,00","0,00","0,00%","0,00%",
VVMR11,Híbrido,"90,00","6,45%",6.62,"0,80",249.498.000,987007.0,5,"8.228,17","670,09","8,14%","2,83%","Rua Pequetita, 111, Cidade de São Paulo/SP,Avenida Armando Lombardi, 400 Rio de Janeiro - RJ, Avenida Pereira Barreto nº 1.479, São Bernardo do Campo/SP, Av. Domingos Odália Filho, 301, Cidade de Osasco/SP, Av. Ayrton Senna, 2.500, Barra da Tijuca, na Cidade do Rio de Janeiro/RJ"
WHGR11,Híbrido,"9,77","10,25%",11.45,"1,01",294.849.000,396557.0,0,"0,00","0,00","0,00%","0,00%",
XPCA11,Títulos e Val. Mob.,"8,92","13,88%",13.46,"0,94",406.066.000,1263150.0,0,"0,00","0,00","0,00%","0,00%",
XPCI11,Títulos e Val. Mob.,"87,91","11,72%",12.36,"0,97",764.953.000,1720390.0,0,"0,00","0,00","0,00%","0,00%",
XPIN11,Outros,"78,05","9,01%",9.88,"0,74",558.090.000,572584.0,96,"2.124,29","221,02","10,40%","12,82%","Rodovia Anhanguera, km 61 - Bairro castanho,Estrada Municipal Alberto Tofanin, km 5,5, Bairro do Pinha,Rod Dom Pedro I, km 87,5, Ponte Alta, 12954-261,Avenida Tégula, 888, bairro Ponte Alta,Estrada Municipal Alberto Tofanin, km 5,5, Bairro do Pinhal, Atibaia / Jarinú, SP
Estrada Municipal Al,Rua Kanebo, 175, bairro Distrito Federal,Rodovia Anhanguera, km 61 - Bairro castanho,Estrada Municipal Alberto Tofanin, km 5,5, Bairro do Pinhal,Rod Dom Pedro I, km 87,5, Ponte Alta, 12954-275,Av. Tégula, 888, Ponte Alta, 12952-824,Rodovia Dom Pedro I, km 90,Rua Kanebo, 175, bairro Distrito Federal,Rua Kanebo, 175, bairro Distrito Federal,Estrada Municipal Alberto Tofanin, km 5,5, Bairro do Pinhal,Rod Dom Pedro I, km 87,5, Ponte Alta, 12954-275,Av. Tégula, 888, Ponte Alta, 12952-824,Rodovia Dom Pedro I, km 90,Rua Kanebo, 175, bairro Distrito Federal,Estrada Municipal Alberto Tofanin, km 5,5, Bairro do Pinhal,Rod Dom Pedro I, km 87,5, Ponte Alta, 12954-275,Rod Dom Pedro I, km 87,5, Ponte Alta, 12954-261,Estrada Luiz Lopes Neto, 738, Extrema - MG, CEP: 12954-260,Rua Kanebo, 175, bairro Distrito Federal,Rua Kanebo, 175, bairro Distrito Federal,Rod Dom Pedro I, km 87,5, Ponte Alta, 12954-261,Rod Dom Pedro I, km 87,5, Ponte Alta, 12954-278,Rod Dom Pedro I, km 87,5, Ponte Alta, 12954-261,Avenida Tégula, 888, Atibaia - SP, CEP: 12952-820,Rua Kanebo, 175, bairro Distrito Federal,Rua Kanebo, 175, bairro Distrito Federal,Rod Dom Pedro I, km 87,5, Ponte Alta, 12954-261,Rod Dom Pedro I, km 87,5, Ponte Alta, 12954-273,Rod Dom Pedro I, km 87,5, Ponte Alta, 12954-261,Avenida Tégula, 888, bairro Ponte Alta,Estrada Municipal Alberto Tofanin, km 5,5, Bairro do Pinhal, Atibaia / Jarinú, SP
Estrada Municipal Al,Rua Kanebo, 175, bairro Distrito Federal,Rodovia Anhanguera, km 61 - Bairro castanho,Estrada Municipal Alberto Tofanin, km 5,5, Bairro do Pinhal,Rod Dom Pedro I, km 87,5, Ponte Alta, 12954-275,Av. Tégula, 888, Ponte Alta, 12952-826,Estrada Municipal Alberto Tofanin, km 5,5, Bairro do Pinhal, Atibaia / Jarinú, SP
Estrada Municipal Al,Rua Kanebo, 175, bairro Distrito Federal,Rua Kanebo, 175, bairro Distrito Federal,Estrada Municipal Alberto Tofanin, km 5,5, Bairro do Pinhal,Rod Dom Pedro I, km 87,5, Ponte Alta, 12954-275,Av. Tégula, 888, Ponte Alta, 12952-824,Rodovia Dom Pedro I, km 90,Rua Kanebo, 175, bairro Distrito Federal,Estrada Municipal Alberto Tofanin, km 5,5, Bairro do Pinhal,Rod Dom Pedro I, km 87,5, Ponte Alta, 12954-275,Av. Tégula, 888, Ponte Alta, 12952-823,Rodovia Dom Pedro I, km 90,Rua Kanebo, 175, bairro Distrito Federal,Rua Kanebo, 175, bairro Distrito Federal,Estrada Municipal Alberto Tofanin, km 5,5, Bairro do Pinhal,Rod Dom Pedro I, km 87,5, Ponte Alta, 12954-274,Rod Dom Pedro I, km 87,5, Ponte Alta, 12954-261,Av. Tégula, 888, Ponte Alta, 12952-820,Rua Kanebo, 175, bairro Distrito Federal,Rua Kanebo, 175, bairro Distrito Federal,Rod Dom Pedro I, km 87,5, Ponte Alta, 12954-261,Rod Dom Pedro I, km 87,5, Ponte Alta, 12954-273,Rod Dom Pedro I, km 87,5, Ponte"
XPLG11,Logística,"103,24","8,20%",7.94,"0,91",3.057.270.000,3986890.0,16,"3.144,27","270,97","8,62%","3,62%","km 26 + 175,35m e o km 25 + 759,35m da Rodovia Anhanguera,Rodovia RS118, km 11, Gravataí - RS,Rod. dos Bandeirantes, km 34 - Cajamar, SP,Via Jose Luiz Galvão, 1905 - Ribeirão Preto - SP,ROD BR101, Sul Km 96,4, 5.225 - Cabo de Santo Agostinho, PE,Avenida Ceci, 1649 - Barueri - SP,Estrada Tenente Marques, 1818 - Santana de Parnaiba - SP,Avenida Osvaldo José do Amaral, SN - Areias São José - SC,Av. SN 1, 280 - Parque Duque. Rio de Janeiro - RJ,Avenida Osvaldo José do Amaral, SN - Areias São José - SC,Rua Lennie Queiroz, 333 - Cachoeirinha - RS,Avenida OL-1 -Duque de Caxias, RJ,Estrada Municipal do Mandu, 2550 - Itapeva - MG,Bairro dos Tenentes no Município de Extrema/MG ,Rua Joao de Padula, 245 - Americana - SP,Rod. dos Bandeirantes, km 34 - Cajamar, SP"
XPML11,Shoppings,"112,00","6,15%",9.8,"1,01",6.195.860.000,13347200.0,20,"4.071,25","351,16","8,63%","5,45%","Avenida Paulista 1230, São Paulo, SP, 01310-100,R. Conselheiro Moreira de Barros, 2.780, Lauzane Paulista, SP, 02430-001,Av Industrial. 600,Rodovia Castelo Branco km 60, São Roque, SP, 18147-000, Av. Praia de Belas, 1181 - Praia de Belas, Porto Alegra - RS,90110-001,Av. Coronel Teixeira, 5705, Ponta Negra, Manaus, AM, 69037-000,Av Cruzeiro do Sul. 1100,Av Anhanguera. 10790,Av. Sen. Salgado Filho 2234, Natal, RN, 59064-900,Rodovia Washington Luiz, 2895, Sem Complemento, Parque Duque, Duque De Caxias/RJ, Brasil, 25085-008, Alameda Euvaldo Luz, 92, Horto, Salvador, BA, 41098-020,Av Raimundo Pereira de Magalhães. 1465,Av. Tancredo Neves, 148, Caminho das Árvores - Salvador - BA, 41100-800,Av. Magalhaes de Castro 12000, São Paulo, SP, 05502-001,Praça Leonor Kaupa 100, São Paulo, SP, 04151-100,Avenida das Américas 500, Barra da Tijuca, Rio de Janeiro, RJ, 59064-900, Av. Sete de Setembro, 2775 - Rebouças, Curitiba - PR, 80230-010,Av Paulo Gracindo. 15, R. Jacy Teixeira de Camargo, 940 - Jardim do Lago, Campinas - SP, 13050-913,Av Embaixador Abelardo Bueno. 1300"
XPSF11,Títulos e Val. Mob.,"7,55","10,71%",11.11,"0,91",326.931.000,489657.0,0,"0,00","0,00","0,00%","0,00%",
